country,gender,salary_midpoint,employment_status
Poland,Male,25000,Employed full-time
Poland,Male,5000,Employed full-time
Poland,Male,5000,Employed full-time
Poland,Male,15000,Other (please specify)
Poland,Male,,Self-employed
Poland,Male,,Employed full-time
Poland,Male,,I'm a student
Poland,Male,15000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,15000,Prefer not to disclose
Poland,Male,,Unemployed
Poland,Male,15000,Employed full-time
Poland,Male,,
Poland,Male,15000,Employed full-time
Poland,Male,15000,Self-employed
Poland,Male,35000,Employed full-time
Poland,Male,,Employed full-time
Poland,Female,5000,Employed part-time
Poland,Male,5000,Self-employed
Poland,Male,,I'm a student
Poland,Female,,I'm a student
Poland,Male,55000,Employed full-time
Poland,Male,25000,Freelance / Contractor
Poland,Male,25000,Self-employed
Poland,Female,15000,Employed full-time
Poland,Male,,
Poland,Male,35000,Freelance / Contractor
Poland,Male,,I'm a student
Poland,Male,,
Poland,Male,35000,Self-employed
Poland,Male,5000,I'm a student
Poland,Male,,
Poland,Male,25000,Unemployed
Poland,Male,115000,Freelance / Contractor
Poland,Male,,
Poland,Male,,Self-employed
Poland,Male,,I'm a student
Poland,Male,45000,Employed full-time
Poland,Male,,I'm a student
Poland,Male,15000,Employed full-time
Poland,Male,5000,I'm a student
Poland,Female,5000,I'm a student
Poland,Male,,I'm a student
Poland,Male,15000,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,,
Poland,Female,,I'm a student
Poland,Male,5000,Employed part-time
Poland,Male,25000,I'm a student
Poland,Male,5000,I'm a student
Poland,Male,15000,Employed part-time
Poland,Male,,I'm a student
Poland,Male,,
Poland,Male,5000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,5000,I'm a student
Poland,Male,65000,Self-employed
Poland,Male,5000,Employed part-time
Poland,Male,,
Poland,Male,5000,Self-employed
Poland,Female,,
Poland,Female,25000,Employed full-time
Poland,Male,,Freelance / Contractor
Poland,Male,5000,I'm a student
Poland,Male,25000,Self-employed
Poland,Male,,Employed full-time
Poland,Male,75000,Employed full-time
Poland,Male,45000,Employed full-time
Poland,Male,45000,Self-employed
Poland,Male,15000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,5000,I'm a student
Poland,Female,5000,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,,
Poland,Male,45000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,,
Poland,Male,,I'm a student
Poland,Male,55000,Employed full-time
Poland,Male,,I'm a student
Poland,Male,5000,Employed part-time
Poland,Male,5000,Employed part-time
Poland,Male,25000,Employed full-time
Poland,Male,,
Poland,Male,25000,Freelance / Contractor
Poland,Male,5000,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,15000,I'm a student
Poland,Male,,
Poland,Male,5000,I'm a student
Poland,Male,,
Poland,Male,,
Poland,Female,5000,Employed full-time
Poland,Female,15000,Employed full-time
Poland,Male,,Employed full-time
Poland,Male,,
Poland,Male,,I'm a student
Poland,Male,5000,Employed part-time
Poland,Male,15000,Employed full-time
Poland,Male,,Employed full-time
Poland,Male,35000,Employed full-time
Poland,Male,5000,Employed part-time
Poland,Male,,
Poland,Male,,
Poland,Male,5000,Freelance / Contractor
Poland,Male,15000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,5000,I'm a student
Poland,Male,25000,Employed full-time
Poland,Male,,
Poland,Male,,
Poland,Male,,
Poland,Male,15000,Employed full-time
Poland,Male,65000,Self-employed
Poland,Male,,
Poland,Male,45000,Employed full-time
Poland,Male,5000,Self-employed
Poland,Male,,Employed full-time
Poland,Male,5000,I'm a student
Poland,Male,95000,Freelance / Contractor
Poland,,35000,Employed full-time
Poland,Male,,I'm a student
Poland,Male,15000,Employed full-time
Poland,Male,5000,Prefer not to disclose
Poland,Male,35000,Freelance / Contractor
Poland,Male,45000,Employed full-time
Poland,Male,,
Poland,Male,15000,Employed full-time
Poland,Male,15000,Freelance / Contractor
Poland,Male,,
Poland,Male,35000,Unemployed
Poland,Male,15000,I'm a student
Poland,Male,15000,Freelance / Contractor
Poland,Female,,
Poland,Male,25000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Female,,
Poland,Female,,
Poland,Male,25000,Self-employed
Poland,Male,15000,Employed full-time
Poland,Male,,
Poland,Male,,Employed full-time
Poland,Male,35000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Female,5000,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,35000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,,
Poland,Male,5000,I'm a student
Poland,Male,35000,Employed full-time
Poland,Male,,
Poland,Male,,
Poland,Male,,I'm a student
Poland,Male,15000,Employed full-time
Poland,Male,15000,Employed part-time
Poland,Male,,I'm a student
Poland,Male,105000,Self-employed
Poland,Male,25000,Freelance / Contractor
Poland,Male,,I'm a student
Poland,Male,15000,Self-employed
Poland,Male,45000,Freelance / Contractor
Poland,Male,,Employed full-time
Poland,Male,,Employed full-time
Poland,Male,,Freelance / Contractor
Poland,Male,,I'm a student
Poland,Male,5000,Employed full-time
Poland,Male,45000,Freelance / Contractor
Poland,Male,,Employed full-time
Poland,Male,,
Poland,Male,5000,Employed full-time
Poland,Female,,
Poland,Male,15000,Freelance / Contractor
Poland,Male,15000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,,I'm a student
Poland,Male,45000,Employed full-time
Poland,Male,,
Poland,Male,15000,Employed part-time
Poland,Male,,I'm a student
Poland,Male,25000,Freelance / Contractor
Poland,Male,25000,Employed full-time
Poland,Male,210000,Self-employed
Poland,Male,25000,Employed full-time
Poland,Male,,I'm a student
Poland,Male,15000,Employed full-time
Poland,Male,35000,Employed full-time
Poland,Male,,
Poland,Male,5000,Employed part-time
Poland,Male,,
Poland,Male,55000,Employed full-time
Poland,Male,,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,,I'm a student
Poland,Male,,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,,I'm a student
Poland,Male,15000,Employed full-time
Poland,Male,15000,Employed part-time
Poland,Male,35000,Employed full-time
Poland,Male,5000,Employed full-time
Poland,Female,,
Poland,Male,,
Poland,Male,15000,Freelance / Contractor
Poland,Male,,
Poland,Male,,Employed full-time
Poland,Male,,
Poland,Male,25000,Employed full-time
Poland,Male,,
Poland,Male,,
Poland,Male,,
Poland,Female,25000,Employed full-time
Poland,Male,55000,Self-employed
Poland,Male,,
Poland,Male,,
Poland,Male,25000,Employed full-time
Poland,Male,45000,Employed full-time
Poland,Male,,I'm a student
Poland,Male,25000,
Poland,Male,15000,Employed full-time
Poland,Male,5000,Employed full-time
Poland,Male,,
Poland,Male,35000,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,,Employed full-time
Poland,Male,35000,Self-employed
Poland,Male,,Freelance / Contractor
Poland,Male,15000,Freelance / Contractor
Poland,Male,15000,Employed full-time
Poland,Male,75000,Freelance / Contractor
Poland,Male,,I'm a student
Poland,Male,15000,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,45000,Self-employed
Poland,Male,45000,Freelance / Contractor
Poland,Male,5000,Other (please specify)
Poland,Male,55000,Self-employed
Poland,Male,25000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,5000,Employed full-time
Poland,Male,,
Poland,Male,,I'm a student
Poland,Male,,Employed full-time
Poland,Male,,I'm a student
Poland,Male,,I'm a student
Poland,Male,95000,Freelance / Contractor
Poland,Male,,
Poland,Male,25000,Other (please specify)
Poland,Male,25000,Freelance / Contractor
Poland,Male,25000,Employed full-time
Poland,Male,25000,Freelance / Contractor
Poland,Male,,Freelance / Contractor
Poland,Male,15000,Employed full-time
Poland,Male,,Employed part-time
Poland,Male,,I'm a student
Poland,Male,,
Poland,Male,5000,Freelance / Contractor
Poland,Male,,I'm a student
Poland,Male,15000,Employed part-time
Poland,Female,,
Poland,Male,,I'm a student
Poland,Male,15000,Employed full-time
Poland,Male,,
Poland,Male,45000,Self-employed
Poland,Male,5000,I'm a student
Poland,Male,25000,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,,
Poland,Male,,Freelance / Contractor
Poland,Male,15000,Employed part-time
Poland,Male,,I'm a student
Poland,Male,45000,Self-employed
Poland,Male,,I'm a student
Poland,Male,35000,Employed full-time
Poland,Male,55000,Self-employed
Poland,Male,,
Poland,Male,45000,Employed full-time
Poland,Male,5000,I'm a student
Poland,Male,,Employed part-time
Poland,Male,15000,Employed full-time
Poland,Male,,
Poland,Male,105000,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,,
Poland,Male,35000,Employed full-time
Poland,Male,,
Poland,Male,35000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,5000,I'm a student
Poland,Male,125000,Freelance / Contractor
Poland,Male,5000,Freelance / Contractor
Poland,Male,15000,Employed full-time
Poland,Male,35000,Employed full-time
Poland,Male,,
Poland,Male,,Self-employed
Poland,Male,5000,Employed full-time
Poland,Male,,
Poland,Male,,I'm a student
Poland,Male,,I'm a student
Poland,Male,45000,Employed full-time
Poland,Male,185000,Self-employed
Poland,Male,,
Poland,Male,35000,Employed full-time
Poland,Male,5000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,25000,Freelance / Contractor
Poland,Male,,
Poland,Male,,Freelance / Contractor
Poland,Male,,
Poland,Male,35000,Self-employed
Poland,Male,15000,Employed full-time
Poland,Male,,
Poland,Female,5000,I'm a student
Poland,Male,15000,Employed full-time
Poland,Female,,
Poland,Male,15000,Employed part-time
Poland,Male,45000,Employed full-time
Poland,Male,55000,Freelance / Contractor
Poland,Male,45000,Employed full-time
Poland,Male,,
Poland,Male,15000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,,
Poland,Male,5000,Employed full-time
Poland,Prefer not to disclose,5000,I'm a student
Poland,Male,25000,Employed full-time
Poland,Male,,
Poland,Male,35000,Freelance / Contractor
Poland,Male,,
Poland,Male,5000,Freelance / Contractor
Poland,Male,25000,Other (please specify)
Poland,Male,,
Poland,Male,5000,Other (please specify)
Poland,Male,,I'm a student
Poland,Male,25000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,45000,Freelance / Contractor
Poland,Male,,
Poland,Male,,
Poland,Male,5000,Employed full-time
Poland,Female,,
Poland,Male,,Employed full-time
Poland,Male,35000,Self-employed
Poland,Male,35000,Employed full-time
Poland,Male,5000,I'm a student
Poland,Male,5000,Employed part-time
Poland,Female,5000,I'm a student
Poland,Male,55000,Freelance / Contractor
Poland,Male,35000,Freelance / Contractor
Poland,Female,,
Poland,Male,25000,Employed full-time
Poland,Male,,
Poland,Male,105000,Self-employed
Poland,Male,5000,Other (please specify)
Poland,Male,35000,Employed full-time
Poland,Female,,
Poland,Female,,Employed full-time
Poland,Male,45000,Employed full-time
Poland,Male,,I'm a student
Poland,Male,35000,Employed full-time
Poland,Male,45000,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,35000,Employed full-time
Poland,Male,,
Poland,Male,15000,Employed full-time
Poland,Male,45000,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,35000,
Poland,Male,,I'm a student
Poland,Male,15000,Other (please specify)
Poland,Male,,I'm a student
Poland,Male,25000,Self-employed
Poland,Male,,
Poland,Male,15000,Self-employed
Poland,Male,55000,Employed full-time
Poland,Male,35000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,145000,Employed full-time
Poland,Male,,
Poland,Female,5000,Employed part-time
Poland,Male,25000,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,15000,Employed part-time
Poland,Male,25000,Freelance / Contractor
Poland,Male,,Employed part-time
Poland,Male,15000,Employed full-time
Poland,Male,5000,Employed full-time
Poland,Male,25000,Freelance / Contractor
Poland,Male,,
Poland,Male,,
Poland,Male,15000,Employed part-time
Poland,Male,15000,Employed full-time
Poland,Male,25000,Self-employed
Poland,Male,,Freelance / Contractor
Poland,Male,,I'm a student
Poland,Male,15000,Other (please specify)
Poland,Male,5000,I'm a student
Poland,Male,15000,Employed full-time
Poland,Male,,Freelance / Contractor
Poland,Male,,
Poland,Male,15000,Employed full-time
Poland,Male,35000,Employed full-time
Poland,Male,,Employed full-time
Poland,Male,,
Poland,Male,15000,Freelance / Contractor
Poland,Male,,
Poland,Male,55000,Freelance / Contractor
Poland,Male,,
Poland,Male,35000,Employed full-time
Poland,Male,,I'm a student
Poland,Male,,I'm a student
Poland,Male,5000,I'm a student
Poland,Male,,
Poland,Male,5000,I'm a student
Poland,Male,45000,Employed full-time
Poland,,,
Poland,Male,15000,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,,I'm a student
Poland,Male,15000,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,25000,Employed part-time
Poland,Prefer not to disclose,,
Poland,Male,,Employed full-time
Poland,Male,35000,Employed full-time
Poland,Male,5000,Employed part-time
Poland,Male,,I'm a student
Poland,Male,,Other (please specify)
Poland,Male,35000,Employed full-time
Poland,Male,,
Poland,Male,,Unemployed
Poland,Male,5000,I'm a student
Poland,Male,15000,Employed full-time
Poland,Male,5000,I'm a student
Poland,Male,5000,Employed full-time
Poland,Male,35000,Self-employed
Poland,Female,,
Poland,Male,15000,I'm a student
Poland,Male,5000,Employed part-time
Poland,Male,25000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,5000,Other (please specify)
Poland,Male,5000,Employed full-time
Poland,Male,,
Poland,Male,15000,Employed full-time
Poland,Male,35000,Employed full-time
Poland,Male,15000,Employed part-time
Poland,Male,5000,Freelance / Contractor
Poland,Male,35000,Freelance / Contractor
Poland,Male,,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,,
Poland,Male,15000,Employed part-time
Poland,Male,5000,Other (please specify)
Poland,Male,35000,Employed full-time
Poland,Male,15000,Other (please specify)
Poland,Male,5000,Employed part-time
Poland,Male,15000,Employed full-time
Poland,Male,,
Poland,Male,25000,Employed full-time
Poland,Male,175000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,,
Poland,Male,,
Poland,Male,25000,Employed full-time
Poland,Male,5000,Unemployed
Poland,Male,,I'm a student
Poland,Male,15000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,35000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Female,5000,I'm a student
Poland,Male,15000,Employed full-time
Poland,Male,15000,Employed part-time
Poland,Male,45000,Employed full-time
Poland,Male,5000,Self-employed
Poland,Male,25000,Employed full-time
Poland,Male,95000,Self-employed
Poland,Male,,
Poland,Male,,
Poland,Male,25000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,25000,Self-employed
Poland,Male,5000,Employed part-time
Poland,Male,,Employed full-time
Poland,Male,5000,Employed full-time
Poland,Male,5000,Employed full-time
Poland,Male,95000,I'm a student
Poland,Male,35000,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,45000,Employed full-time
Poland,Male,15000,Self-employed
Poland,Male,55000,Employed full-time
Poland,,15000,Employed full-time
Poland,Male,55000,Self-employed
Poland,Male,25000,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,35000,Employed full-time
Poland,Male,75000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,45000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,5000,Employed full-time
Poland,Male,105000,Freelance / Contractor
Poland,Male,35000,Employed full-time
Poland,Male,45000,Self-employed
Poland,Male,15000,Employed part-time
Poland,Male,5000,I'm a student
Poland,Male,15000,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,,Freelance / Contractor
Poland,Male,,
Poland,Male,45000,Employed full-time
Poland,Male,25000,Self-employed
Poland,Male,,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,45000,Freelance / Contractor
Poland,Male,35000,Employed full-time
Poland,Male,25000,Self-employed
Poland,Male,15000,Employed part-time
Poland,Male,35000,Employed full-time
Poland,Male,35000,Employed full-time
Poland,Male,,
Poland,Male,35000,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,35000,Employed full-time
Poland,Male,35000,Freelance / Contractor
Poland,Male,25000,Other (please specify)
Poland,Male,35000,Employed full-time
Poland,Male,25000,Self-employed
Poland,Female,25000,Employed full-time
Poland,Male,,Self-employed
Poland,Female,,
Poland,Male,25000,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,35000,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,,Freelance / Contractor
Poland,Male,5000,Employed part-time
Poland,Male,,Freelance / Contractor
Poland,Male,35000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,15000,Employed part-time
Poland,Male,55000,Employed full-time
Poland,Male,,Employed full-time
Poland,Male,,I'm a student
Poland,Male,25000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,,Freelance / Contractor
Poland,Male,25000,Employed full-time
Poland,Male,45000,Employed full-time
Poland,Male,35000,Employed full-time
Poland,Male,,
Poland,Female,15000,Employed full-time
Poland,Male,,
Poland,Male,55000,Freelance / Contractor
Poland,Male,35000,Employed full-time
Poland,Male,75000,Freelance / Contractor
Poland,Male,5000,Employed part-time
Poland,Female,15000,Employed full-time
Poland,Male,,
Poland,Male,25000,Employed full-time
Poland,Male,,Employed full-time
Poland,Male,45000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,,
Poland,Male,,
Poland,Male,15000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,,Employed full-time
Poland,Male,,
Poland,Male,25000,Employed full-time
Poland,Male,,
Poland,Male,25000,Employed full-time
Poland,Male,25000,Self-employed
Poland,Male,25000,Self-employed
Poland,Male,25000,Employed part-time
Poland,Male,15000,Employed full-time
Poland,Male,25000,Freelance / Contractor
Poland,Male,15000,I'm a student
Poland,Male,,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,25000,Self-employed
Poland,Male,,
Poland,Male,35000,Freelance / Contractor
Poland,Male,25000,Freelance / Contractor
Poland,Male,35000,Employed full-time
Poland,Male,5000,Employed full-time
Poland,Male,,
Poland,Male,,
Poland,Male,45000,Employed full-time
Poland,Male,45000,Employed full-time
Poland,Male,85000,Freelance / Contractor
Poland,Male,15000,Employed full-time
Poland,Male,15000,Employed part-time
Poland,Male,,
Poland,Male,,
Poland,Male,15000,Employed full-time
Poland,Male,5000,Unemployed
Poland,Male,35000,Employed full-time
Poland,Male,,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,75000,Employed full-time
Poland,Male,,Employed full-time
Poland,Male,,
Poland,Male,25000,Freelance / Contractor
Poland,Male,25000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,35000,Freelance / Contractor
Poland,Male,25000,Employed full-time
Poland,Male,,
Poland,Male,25000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,5000,Employed part-time
Poland,Male,,
Poland,Male,15000,Employed full-time
Poland,Male,,
Poland,Male,5000,I'm a student
Poland,Male,,
Poland,Male,,
Poland,Male,25000,I'm a student
Poland,Male,35000,Employed full-time
Poland,Male,,
Poland,Male,5000,Employed part-time
Poland,Male,45000,Employed full-time
Poland,Male,,Employed full-time
Poland,Female,,Employed full-time
Poland,Male,,
Poland,Male,5000,Employed full-time
Poland,Male,15000,Employed part-time
Poland,Male,,
Poland,Male,15000,Employed full-time
Poland,Male,5000,Employed full-time
Poland,Male,,Other (please specify)
Poland,Male,15000,Employed full-time
Poland,Male,15000,Unemployed
Poland,Male,35000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,105000,Freelance / Contractor
Poland,Male,25000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,45000,Self-employed
Poland,Male,5000,I'm a student
Poland,Male,25000,Employed full-time
Poland,Male,35000,Employed full-time
Poland,Male,25000,Self-employed
Poland,Male,,I'm a student
Poland,Male,15000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,35000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,,
Poland,Female,35000,Employed full-time
Poland,Male,35000,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,35000,Employed full-time
Poland,Male,,
Poland,Male,25000,Employed full-time
Poland,Male,15000,Employed part-time
Poland,Male,,
Poland,Male,15000,Employed full-time
Poland,Male,,Employed full-time
Poland,Male,,Self-employed
Poland,Male,,
Poland,Male,5000,I'm a student
Poland,Male,35000,Employed full-time
Poland,Male,,Freelance / Contractor
Poland,Male,5000,I'm a student
Poland,Male,25000,Employed full-time
Poland,Male,,Freelance / Contractor
Poland,Male,5000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,5000,Employed part-time
Poland,Male,25000,Employed full-time
Poland,Male,45000,Freelance / Contractor
Poland,Male,15000,Employed full-time
Poland,Male,,
Poland,Male,35000,Employed full-time
Poland,Male,65000,Self-employed
Poland,Male,,
Poland,Male,25000,Employed full-time
Poland,Male,,Freelance / Contractor
Poland,Male,35000,Employed full-time
Poland,Male,5000,Employed full-time
Poland,Male,,
Poland,Male,35000,Employed full-time
Poland,Male,5000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,5000,Employed part-time
Poland,Male,25000,Employed full-time
Poland,Male,35000,Self-employed
Poland,Male,,
Poland,Male,25000,Employed part-time
Poland,Male,15000,Employed part-time
Poland,Male,45000,Employed full-time
Poland,Male,25000,Freelance / Contractor
Poland,Male,15000,Prefer not to disclose
Poland,Male,25000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,,I'm a student
Poland,Male,25000,Self-employed
Poland,Male,25000,Employed full-time
Poland,Male,55000,Employed full-time
Poland,Male,15000,Other (please specify)
Poland,Male,15000,Employed part-time
Poland,Male,15000,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,,
Poland,Male,,I'm a student
Poland,Male,15000,Employed full-time
Poland,Male,,
Poland,Male,45000,Employed part-time
Poland,Male,15000,Other (please specify)
Poland,Male,,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,35000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,45000,Employed full-time
Poland,Male,125000,Freelance / Contractor
Poland,Male,,Employed part-time
Poland,Male,25000,Employed full-time
Poland,Male,,Employed part-time
Poland,Male,15000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,,
Poland,Male,5000,I'm a student
Poland,Male,15000,Employed part-time
Poland,Male,5000,Employed part-time
Poland,Male,45000,Employed full-time
Poland,Male,35000,Employed full-time
Poland,Male,15000,Employed part-time
Poland,Male,65000,Employed full-time
Poland,Male,35000,Employed full-time
Poland,Male,5000,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,155000,Freelance / Contractor
Poland,Male,25000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,,Freelance / Contractor
Poland,Male,15000,Other (please specify)
Poland,Male,15000,Employed full-time
Poland,Male,95000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,5000,Self-employed
Poland,Male,15000,Employed full-time
Poland,Prefer not to disclose,15000,Unemployed
Poland,Male,35000,Employed full-time
Poland,Male,,
Poland,Male,,Freelance / Contractor
Poland,Male,25000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,,I'm a student
Poland,Male,,Employed part-time
Poland,Male,25000,Employed full-time
Poland,Male,5000,Employed part-time
Poland,Male,45000,Employed full-time
Poland,Male,15000,Freelance / Contractor
Poland,Male,15000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,15000,Employed full-time
Poland,Male,,Unemployed
Poland,Male,15000,Employed full-time
Poland,Male,25000,Employed full-time
Poland,Male,,I'm a student
Poland,Male,5000,I'm a student
Poland,Male,55000,Freelance / Contractor
Poland,Male,,I'm a student
Poland,Male,35000,Employed full-time
Poland,Male,,I'm a student
Poland,Male,15000,I'm a student
Poland,Male,,I'm a student
Poland,Male,,Employed full-time
Poland,Male,,
Poland,Male,15000,Employed full-time
Poland,Male,,I'm a student
Poland,Male,15000,Employed full-time
Poland,Male,,I'm a student
Poland,Male,,Other (please specify)
Poland,Male,25000,Employed full-time
Poland,Male,5000,I'm a student
Portugal,Female,,
Portugal,Female,15000,Employed full-time
Portugal,Male,25000,Employed full-time
Portugal,Male,5000,Employed part-time
Portugal,Male,25000,Employed full-time
Portugal,Male,45000,Employed full-time
Portugal,Female,15000,Employed full-time
Portugal,Male,5000,Employed full-time
Portugal,Male,5000,Employed full-time
Portugal,Male,5000,Employed full-time
Portugal,Male,15000,Employed full-time
Portugal,Female,5000,Unemployed
Portugal,Male,15000,Employed full-time
Portugal,Male,5000,Employed part-time
Portugal,Male,,
Portugal,Male,5000,I'm a student
Portugal,Male,45000,Freelance / Contractor
Portugal,Male,5000,Freelance / Contractor
Portugal,Male,5000,Freelance / Contractor
Portugal,Male,15000,Employed full-time
Portugal,Male,5000,I'm a student
Portugal,Male,15000,Employed full-time
Portugal,Male,15000,Employed full-time
Portugal,Male,,Employed full-time
Portugal,Male,25000,Employed part-time
Portugal,Male,25000,Employed full-time
Portugal,Male,5000,Employed full-time
Portugal,Male,25000,Employed full-time
Portugal,Male,,I'm a student
Portugal,Male,,I'm a student
Portugal,Male,25000,Employed full-time
Portugal,Male,,
Portugal,Male,45000,Employed full-time
Portugal,Male,,Prefer not to disclose
Portugal,Male,5000,Employed part-time
Portugal,Male,,
Portugal,Male,15000,Employed full-time
Portugal,Male,,
Portugal,Male,5000,Freelance / Contractor
Portugal,Male,5000,Freelance / Contractor
Portugal,Male,,Employed full-time
Portugal,Male,5000,I'm a student
Portugal,Male,25000,Employed full-time
Portugal,Male,15000,Employed full-time
Portugal,Male,15000,Employed full-time
Portugal,Male,,I'm a student
Portugal,Male,,Employed full-time
Portugal,Female,,I'm a student
Portugal,Male,15000,Employed full-time
Portugal,Male,5000,Self-employed
Portugal,Male,15000,Employed full-time
Portugal,Male,,I'm a student
Portugal,Male,5000,I'm a student
Portugal,Male,155000,Employed full-time
Portugal,Male,35000,Employed full-time
Portugal,Male,5000,Freelance / Contractor
Portugal,Male,,
Portugal,Male,25000,Employed full-time
Portugal,Male,35000,Freelance / Contractor
Portugal,Male,,I'm a student
Portugal,Male,,
Portugal,Male,5000,Employed full-time
Portugal,Male,15000,Employed full-time
Portugal,Male,,
Portugal,Male,25000,Employed full-time
Portugal,Male,15000,Employed full-time
Portugal,Male,,I'm a student
Portugal,Male,15000,Freelance / Contractor
Portugal,Male,15000,Employed full-time
Portugal,Male,15000,Employed full-time
Portugal,Male,15000,Employed full-time
Portugal,Female,5000,I'm a student
Portugal,Male,,I'm a student
Portugal,Male,,I'm a student
Portugal,Male,,I'm a student
Portugal,Male,,Self-employed
Portugal,Male,25000,Employed full-time
Portugal,Male,,I'm a student
Portugal,Male,5000,Employed full-time
Portugal,Male,25000,Employed full-time
Portugal,Male,5000,Freelance / Contractor
Portugal,Male,5000,I'm a student
Portugal,Male,,I'm a student
Portugal,Male,5000,I'm a student
