Country,Gender,Compensation: midpoint,Employment Status
United States,Male,110000,Prefer not to disclose
United States,Male,,
India,Male,10000,Employed full-time
Lithuania,Male,,Employed full-time
Spain,Male,50000,Employed full-time
United States,Female,70000,Employed full-time
N/A,Male,30000,Employed full-time
Armenia,Male,10000,Employed full-time
Australia,Female,10000,Freelance / Contractor
Belgium,Male,30000,Employed full-time
Belgium,Male,30000,Employed full-time
Germany,Male,30000,Employed full-time
Germany,Male,70000,Employed full-time
India,Female,10000,Employed full-time
India,Male,10000,Employed full-time
Indonesia,Male,,Freelance / Contractor
Indonesia,Male,Rather not say,Employed full-time
Ireland {Republic},Male,50000,Employed full-time
Italy,Male,30000,Employed full-time
Italy,Male,30000,Other
Italy,Male,30000,Employed full-time
Mexico,Female,Rather not say,Employed full-time
Netherlands,Male,50000,Employed full-time
Netherlands,Male,50000,Employed full-time
Netherlands,Male,30000,Employed full-time
New Zealand,Male,90000,Employed full-time
Philippines,Male,Rather not say,Employed full-time
Russian Federation,Male,10000,Employed full-time
Spain,Male,10000,Employed full-time
Spain,Male,10000,Employed part-time
Spain,Male,30000,Employed full-time
Sweden,Male,70000,Employed full-time
Sweden,Male,50000,Employed full-time
Sweden,Male,50000,Employed full-time
Sweden,Male,Rather not say,Employed full-time
Switzerland,Male,70000,Employed full-time
United Arab Emirates,Male,50000,Employed full-time
United Kingdom,Male,170000,Freelance / Contractor
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,Rather not say,Employed full-time
United Kingdom,Male,Rather not say,Employed full-time
United States,Male,150000,Freelance / Contractor
United States,Male,Rather not say,Employed full-time
United States,Male,30000,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,Rather not say,Freelance / Contractor
United States,Female,70000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,30000,Freelance / Contractor
United States,Male,70000,Employed full-time
China,Female,30000,Employed full-time
Belgium,Male,Rather not say,Employed full-time
Canada,Male,,Employed full-time
Canada,Male,50000,Employed full-time
Canada,Male,50000,
Canada,Male,Rather not say,Employed full-time
Canada,Male,130000,Employed full-time
Chile,Male,10000,Employed full-time
China,Male,50000,Employed full-time
Costa Rica,Male,30000,Employed full-time
Croatia,Male,10000,Employed full-time
Denmark,Male,110000,Employed full-time
Finland,Male,50000,Employed full-time
Germany,Male,50000,Employed full-time
India,Male,70000,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Employed full-time
Poland,Female,30000,Employed full-time
Sweden,Male,50000,Employed full-time
Turkey,Male,30000,Employed full-time
Turkey,Male,30000,Employed full-time
United Kingdom,Male,Rather not say,Employed full-time
United Kingdom,Male,110000,Employed full-time
United Kingdom,Male,30000,Employed full-time
United States,Male,130000,Employed full-time
United States,Male,50000,Employed full-time
United States,Male,110000,Employed full-time
Australia,Male,130000,Employed full-time
France,Male,30000,Employed full-time
United States,Male,130000,Employed full-time
Botswana,Male,10000,Employed part-time
Canada,Male,Rather not say,Employed full-time
Denmark,Male,Rather not say,Employed full-time
Denmark,Male,70000,Employed full-time
Egypt,Female,10000,Employed full-time
Estonia,Prefer not to disclose,30000,Employed full-time
France,Male,Rather not say,Employed part-time
India,Male,170000,Freelance / Contractor
India,Female,10000,Employed full-time
India,Male,10000,Freelance / Contractor
India,Female,10000,Employed full-time
Iran,Male,Rather not say,Employed part-time
Iran,Male,,Employed full-time
Italy,Male,30000,Freelance / Contractor
Korea South,Female,30000,Employed full-time
Sweden,Male,30000,Employed full-time
Turkey,Female,10000,Employed full-time
Ukraine,Male,30000,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Female,70000,Employed full-time
United Kingdom,Male,70000,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,Rather not say,Employed full-time
United Kingdom,Male,,Employed full-time
United Kingdom,Male,50000,Employed full-time
United States,Male,50000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,50000,Employed full-time
United States,Male,50000,Employed full-time
United States,Male,50000,Employed part-time
United States,Male,50000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,10000,Employed part-time
United States,Male,70000,Employed full-time
N/A,Male,30000,Employed full-time
Australia,Male,30000,Employed full-time
Austria,Female,Rather not say,Employed full-time
Belgium,Male,90000,Employed full-time
Belgium,Male,50000,Employed full-time
Canada,Male,,Freelance / Contractor
Canada,Male,90000,Employed full-time
China,Male,30000,Employed full-time
China,Male,30000,Employed full-time
Denmark,Male,110000,Employed full-time
France,Male,30000,Employed full-time
France,Male,50000,Employed full-time
France,Male,50000,Employed full-time
Georgia,Male,30000,Employed full-time
Germany,Male,,Freelance / Contractor
Germany,Male,50000,Employed full-time
Germany,Male,50000,Employed full-time
Hungary,Male,50000,Employed full-time
India,Male,Rather not say,Employed full-time
India,Male,10000,Employed full-time
India,Male,30000,Employed full-time
India,Male,,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Freelance / Contractor
India,Male,10000,Employed full-time
India,Male,Rather not say,Employed full-time
Morocco,Male,30000,Other
Netherlands,Male,10000,Freelance / Contractor
Poland,Male,30000,Employed full-time
Portugal,Male,10000,Employed full-time
Romania,Male,10000,Employed full-time
Russian Federation,Male,30000,Employed full-time
Russian Federation,Male,30000,Employed full-time
Spain,Male,30000,Employed full-time
Sweden,Male,50000,Employed full-time
Sweden,Male,50000,Employed full-time
Switzerland,Male,110000,Employed full-time
Thailand,Male,10000,Employed full-time
United Kingdom,Male,90000,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,90000,Employed full-time
United Kingdom,Male,170000,Freelance / Contractor
United Kingdom,Male,130000,Employed full-time
United Kingdom,Male,Rather not say,Employed full-time
United Kingdom,Male,30000,Employed full-time
United Kingdom,Male,170000,Freelance / Contractor
United States,Male,30000,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,30000,Employed full-time
United States,Male,170000,Employed full-time
United States,Male,130000,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,130000,Freelance / Contractor
United States,Male,Rather not say,Employed full-time
United States,Female,50000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,110000,Freelance / Contractor
United States,Male,130000,Freelance / Contractor
Vietnam,Male,Rather not say,Employed part-time
Belgium,Male,10000,Freelance / Contractor
Germany,Male,Rather not say,Employed part-time
United Kingdom,Male,30000,Employed full-time
United States,Female,50000,Freelance / Contractor
United States,Male,50000,Employed full-time
United States,Male,50000,Employed full-time
United States,Male,30000,Freelance / Contractor
Armenia,Male,10000,Employed full-time
Armenia,Male,30000,Employed full-time
Austria,Male,50000,Employed full-time
Bulgaria,Male,50000,Employed full-time
India,Male,10000,Employed full-time
India,Male,Rather not say,Employed full-time
Ireland {Republic},Male,130000,Employed full-time
Italy,Female,30000,Employed full-time
Philippines,Male,10000,Employed full-time
Poland,Male,70000,Employed full-time
Russian Federation,Male,Rather not say,Employed full-time
Russian Federation,Male,Rather not say,Employed full-time
Serbia,Female,10000,Employed full-time
Slovenia,Male,Rather not say,Employed full-time
Sweden,Male,50000,Employed full-time
Sweden,Male,70000,Employed full-time
United Kingdom,Male,90000,Employed full-time
United Kingdom,Male,Rather not say,Freelance / Contractor
N/A,Male,Rather not say,Employed full-time
N/A,Male,,Employed full-time
Australia,Male,70000,Employed full-time
Australia,Male,30000,Employed full-time
Belarus,Male,Rather not say,Employed full-time
Canada,Male,90000,Employed full-time
Canada,Male,30000,Employed full-time
Finland,Male,50000,Employed full-time
India,Male,10000,Employed full-time
Mexico,Male,10000,Employed full-time
Netherlands,Male,70000,Employed full-time
Netherlands,Male,50000,Employed full-time
Saudi Arabia,Male,30000,Employed full-time
Sweden,Male,50000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,50000,Employed full-time
United States,Female,50000,Employed full-time
United States,Other,Rather not say,Employed part-time
United States,Male,110000,Employed full-time
United States,Male,30000,Employed full-time
United States,Male,50000,Employed full-time
United States,Male,Rather not say,Employed full-time
Australia,Male,50000,Employed full-time
Australia,Male,90000,Employed full-time
Australia,Male,10000,Freelance / Contractor
Canada,Male,110000,Employed full-time
France,Male,50000,Employed full-time
France,Male,50000,Employed full-time
Germany,Male,Rather not say,Employed full-time
Germany,Male,110000,Employed full-time
India,Female,10000,Employed full-time
India,Female,10000,Employed full-time
India,Male,Rather not say,Employed full-time
India,Male,50000,Employed full-time
India,Male,10000,Employed full-time
Ireland {Republic},Male,,Employed full-time
Nigeria,Male,10000,Employed full-time
Russian Federation,Male,170000,Employed full-time
Spain,Male,30000,Employed full-time
Switzerland,Male,,Employed full-time
Ukraine,Male,10000,Employed full-time
United Kingdom,Male,50000,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,150000,Freelance / Contractor
United States,Male,30000,Freelance / Contractor
United States,Male,110000,Employed part-time
United States,Female,70000,Employed full-time
United States,Male,10000,Employed part-time
United States,Male,Rather not say,Employed full-time
Denmark,Male,10000,Employed full-time
Georgia,Male,10000,Freelance / Contractor
Netherlands,Male,10000,Freelance / Contractor
Pakistan,Male,10000,Freelance / Contractor
Spain,Prefer not to disclose,10000,Employed part-time
Turkey,Male,10000,Freelance / Contractor
N/A,Prefer not to disclose,10000,Employed full-time
N/A,Female,10000,Other
N/A,Male,Rather not say,Employed full-time
Australia,Male,50000,Employed full-time
Austria,Male,Rather not say,Freelance / Contractor
Belgium,Male,30000,Employed full-time
Bosnia Herzegovina,Male,10000,Employed full-time
Canada,Male,90000,Employed full-time
Canada,Male,70000,Employed full-time
China,Male,10000,Employed full-time
China,Male,30000,Employed full-time
Denmark,Male,50000,Employed full-time
Egypt,Male,10000,Freelance / Contractor
Finland,Male,50000,Employed full-time
France,Male,30000,Employed full-time
France,Male,10000,Freelance / Contractor
France,Male,70000,Employed part-time
Germany,Male,,Employed full-time
Germany,Male,10000,Employed part-time
Germany,Male,Rather not say,Employed full-time
Germany,Other,50000,Employed full-time
Germany,Male,70000,Employed full-time
Germany,Male,30000,Employed full-time
Germany,,70000,Employed full-time
Germany,Male,50000,Employed full-time
Hungary,Male,,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Employed part-time
India,Male,10000,Employed full-time
India,Other,10000,Freelance / Contractor
India,Male,10000,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Employed full-time
Iran,Male,10000,Employed full-time
Ireland {Republic},Male,,Employed full-time
Israel,Male,10000,Freelance / Contractor
Italy,Male,,Freelance / Contractor
Italy,Male,Rather not say,Employed full-time
Italy,Male,10000,Employed full-time
Italy,Male,30000,Employed full-time
Latvia,Male,30000,Employed full-time
Latvia,Male,10000,Employed full-time
Lebanon,Male,10000,Freelance / Contractor
Mexico,Male,30000,Employed full-time
Netherlands,Male,Rather not say,Employed part-time
Netherlands,Male,Rather not say,Employed full-time
Netherlands,Male,Rather not say,Employed part-time
Netherlands,Male,70000,Employed full-time
Netherlands,Male,30000,Employed part-time
Netherlands,Male,50000,Employed full-time
Netherlands,Male,130000,Freelance / Contractor
Netherlands,Male,50000,Employed full-time
Netherlands,Male,Rather not say,Employed part-time
Norway,,50000,Employed full-time
Poland,Male,,Freelance / Contractor
Poland,Male,30000,Employed full-time
Poland,Male,10000,Employed full-time
Poland,Male,10000,Employed full-time
Poland,Male,Rather not say,Freelance / Contractor
Poland,Male,,Freelance / Contractor
Poland,Male,10000,Employed full-time
Poland,Male,10000,Employed full-time
Portugal,Male,10000,Employed full-time
Portugal,Male,10000,Employed part-time
Portugal,Male,Rather not say,Freelance / Contractor
Portugal,Male,10000,Employed full-time
Russian Federation,Male,30000,Employed full-time
Russian Federation,Male,70000,Employed full-time
Russian Federation,Male,30000,Employed full-time
Russian Federation,Male,10000,Employed part-time
Serbia,Male,10000,Employed full-time
Slovakia,Male,10000,Freelance / Contractor
Spain,Male,10000,Employed full-time
Spain,Male,30000,Freelance / Contractor
Sri Lanka,Female,150000,Employed full-time
Sweden,Male,30000,Freelance / Contractor
Sweden,Male,30000,Employed full-time
Sweden,Male,50000,Employed full-time
Sweden,Male,50000,Employed full-time
Switzerland,Male,10000,Freelance / Contractor
Switzerland,Male,Rather not say,Employed part-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,Rather not say,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Female,50000,Employed full-time
United States,Male,50000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,Rather not say,Other
United States,Male,150000,Employed full-time
United States,Male,150000,Employed full-time
United States,Male,130000,Employed full-time
United States,Male,50000,Employed full-time
United States,Male,50000,Employed full-time
United States,Male,130000,Employed full-time
United States,Female,50000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,50000,Employed full-time
United States,Male,170000,Employed full-time
United States,Male,90000,Employed full-time
United States,Female,50000,Employed full-time
Bosnia Herzegovina,Male,10000,Employed full-time
Canada,Male,70000,Employed full-time
Germany,Male,Rather not say,Employed full-time
Germany,Male,30000,Employed full-time
India,Male,50000,Employed full-time
India,Female,Unemployed,Employed full-time
Korea South,Female,Rather not say,Employed full-time
Luxembourg,Male,,Employed full-time
Philippines,Male,70000,Employed full-time
Poland,Male,10000,Employed full-time
Poland,Male,10000,Employed full-time
Poland,Male,Rather not say,Employed full-time
Poland,Male,10000,Freelance / Contractor
Saudi Arabia,Male,110000,Employed full-time
United Kingdom,Male,,Freelance / Contractor
United States,Male,70000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,50000,Employed full-time
N/A,,10000,Employed full-time
Australia,Prefer not to disclose,Rather not say,Employed full-time
Australia,Male,50000,Employed full-time
Australia,Male,Rather not say,Employed full-time
Austria,Male,Rather not say,Employed full-time
Bulgaria,Male,30000,Employed full-time
China,Female,10000,Employed full-time
Dominican Republic,Male,10000,Employed full-time
Finland,Male,10000,Freelance / Contractor
Finland,Male,30000,Employed full-time
France,Male,30000,Employed full-time
France,Male,50000,Freelance / Contractor
France,Female,,Employed part-time
Germany,Male,50000,Employed full-time
Germany,Male,Rather not say,Employed full-time
Germany,Male,90000,Freelance / Contractor
Germany,Male,50000,Employed full-time
Germany,Male,50000,Employed part-time
Germany,Male,50000,Employed full-time
Germany,Male,50000,Employed full-time
Germany,Male,30000,Employed part-time
Germany,Male,50000,Employed full-time
India,Female,Rather not say,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Employed full-time
Israel,Male,50000,Employed full-time
Israel,Male,70000,Employed full-time
Italy,Male,30000,Freelance / Contractor
Italy,Male,30000,Freelance / Contractor
Italy,Male,90000,Freelance / Contractor
Italy,Male,30000,Employed full-time
Lebanon,Female,Rather not say,Employed full-time
Lithuania,Male,10000,Employed full-time
Mexico,Male,30000,Employed full-time
Netherlands,Male,90000,Freelance / Contractor
Netherlands,Female,30000,Employed full-time
Peru,Male,50000,Employed full-time
Poland,Male,10000,Employed full-time
Poland,Male,Rather not say,Employed full-time
Poland,Male,10000,Employed full-time
Russian Federation,Male,70000,Employed full-time
Russian Federation,Male,10000,Employed full-time
South Africa,Female,Rather not say,Employed full-time
Spain,Male,Rather not say,Employed full-time
Sweden,Male,50000,Employed full-time
Sweden,Male,70000,Freelance / Contractor
Switzerland,Male,110000,Employed full-time
Ukraine,Male,,Freelance / Contractor
United Kingdom,Male,50000,Freelance / Contractor
United Kingdom,Male,70000,Employed full-time
United Kingdom,Male,90000,Employed full-time
United Kingdom,Male,50000,Freelance / Contractor
United Kingdom,Male,30000,Employed full-time
United Kingdom,Male,70000,Employed full-time
United Kingdom,Male,30000,Employed full-time
United Kingdom,Female,50000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,70000,Employed full-time
United States,Female,90000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,90000,Employed full-time
United States,Female,90000,Employed full-time
United States,Male,130000,Employed full-time
United States,Male,50000,Employed full-time
United States,Male,130000,Employed full-time
United States,Prefer not to disclose,50000,Employed full-time
United States,Male,50000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,50000,Employed full-time
United States,Male,130000,Employed full-time
United States,Male,110000,Employed full-time
Denmark,Male,30000,Freelance / Contractor
United Kingdom,Male,110000,Freelance / Contractor
Argentina,Male,10000,Employed full-time
Australia,Male,70000,Employed full-time
Australia,Male,50000,Employed full-time
Belarus,Male,30000,Employed full-time
Canada,Male,30000,Employed full-time
Canada,Male,30000,Freelance / Contractor
Chile,Male,10000,Other
Finland,Male,70000,Employed full-time
Germany,Male,Rather not say,Employed full-time
Germany,Male,90000,Freelance / Contractor
Hungary,Male,30000,Employed full-time
India,Male,10000,Employed full-time
India,Female,Rather not say,Employed full-time
India,Male,150000,Employed full-time
Iran,Male,10000,Freelance / Contractor
Ireland {Republic},Male,50000,Employed full-time
Italy,Male,Rather not say,Freelance / Contractor
Netherlands,Male,10000,Employed full-time
New Zealand,Male,70000,Employed full-time
New Zealand,Male,70000,Employed full-time
Pakistan,Male,10000,Employed part-time
Poland,Male,30000,Employed full-time
Poland,Male,10000,Employed full-time
Poland,Male,10000,Employed full-time
Romania,Male,,Employed full-time
Slovakia,Male,30000,Employed full-time
Sweden,Male,50000,Employed full-time
Taiwan,Male,10000,Employed full-time
Thailand,Male,30000,Employed full-time
Ukraine,Male,10000,Employed full-time
United Kingdom,Male,30000,Employed full-time
United Kingdom,Male,70000,Employed full-time
United Kingdom,Female,70000,Employed full-time
United Kingdom,Male,90000,Employed full-time
United Kingdom,Male,70000,Employed full-time
United States,Male,,Other
United States,Male,Rather not say,Employed full-time
United States,Female,90000,Freelance / Contractor
United States,Male,70000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,170000,Employed part-time
United States,Prefer not to disclose,10000,Employed full-time
United States,Male,Rather not say,Employed full-time
United States,Female,70000,Employed full-time
United States,Female,70000,Employed full-time
United States,Female,70000,Employed full-time
United States,Male,130000,Employed full-time
United States,Male,130000,Employed full-time
United States,Male,50000,Employed full-time
United States,Male,130000,Employed full-time
United States,Male,30000,Employed full-time
Bolivia,Male,10000,Employed full-time
Brazil,Male,10000,Employed part-time
Czech Republic,Male,10000,Employed full-time
Honduras,Male,10000,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Employed full-time
India,Male,Rather not say,Employed full-time
Netherlands,Female,Rather not say,Employed full-time
New Zealand,Male,50000,Employed full-time
Norway,Other,130000,Employed full-time
Philippines,Male,,Employed part-time
Poland,Female,10000,Employed full-time
Sweden,Male,90000,Employed full-time
Switzerland,Male,,Employed part-time
Taiwan,Male,Rather not say,Employed full-time
United Kingdom,Male,,Employed full-time
United Kingdom,Male,70000,Employed full-time
United Kingdom,Male,Rather not say,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,130000,Employed full-time
United States,Prefer not to disclose,Rather not say,Employed full-time
United States,Male,,Employed full-time
Uruguay,Male,110000,Employed full-time
N/A,Prefer not to disclose,Rather not say,Employed full-time
N/A,,,
N/A,Male,10000,Employed part-time
N/A,Male,,Employed full-time
Argentina,Male,Rather not say,Employed full-time
Argentina,Male,10000,Employed part-time
Armenia,Female,,Employed full-time
Armenia,Male,10000,Employed full-time
Australia,Female,Rather not say,Freelance / Contractor
Australia,Male,110000,Employed full-time
Australia,Male,30000,Employed part-time
Australia,Male,50000,Employed full-time
Australia,Male,130000,Employed full-time
Australia,Male,50000,Employed full-time
Australia,Male,50000,Employed full-time
Austria,Male,30000,Employed full-time
Bangladesh,Male,10000,Employed full-time
Belarus,Male,30000,Employed full-time
Belgium,Male,30000,Employed full-time
Belgium,Male,110000,Freelance / Contractor
Belgium,Male,30000,Employed full-time
Brazil,Male,10000,Employed full-time
Bulgaria,Female,10000,Employed full-time
Bulgaria,Male,,Employed full-time
Canada,Male,50000,Employed full-time
Canada,Male,30000,Employed full-time
Canada,Male,50000,Employed full-time
Canada,,30000,Freelance / Contractor
Canada,Female,70000,Employed full-time
Canada,Male,70000,Employed full-time
China,Male,10000,Employed full-time
Costa Rica,Male,70000,Employed full-time
Croatia,Male,10000,Employed full-time
Czech Republic,Male,,Employed full-time
Czech Republic,Male,10000,Employed full-time
Denmark,Male,50000,Employed full-time
Estonia,Male,10000,Employed part-time
Finland,Male,Rather not say,Employed part-time
France,Female,30000,Employed full-time
France,Male,50000,Employed full-time
France,Male,50000,Employed full-time
France,Male,30000,Employed full-time
Germany,Male,10000,Employed part-time
Germany,Male,130000,Freelance / Contractor
Germany,Male,50000,Employed full-time
Germany,Male,50000,Employed full-time
Germany,Prefer not to disclose,10000,Employed full-time
Germany,Male,,Employed full-time
Germany,Male,50000,Employed full-time
Hungary,Male,10000,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Employed full-time
India,Female,10000,Employed full-time
India,Male,30000,Employed full-time
India,Male,30000,Employed full-time
India,Male,10000,Employed full-time
India,Male,30000,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Employed full-time
India,Male,30000,Employed full-time
India,Male,Rather not say,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Employed full-time
India,Male,Rather not say,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Employed full-time
India,Male,Rather not say,Employed full-time
India,Male,10000,Employed full-time
India,Female,10000,Employed full-time
India,Male,30000,Employed full-time
India,Female,Rather not say,Employed full-time
India,Male,10000,Employed full-time
India,Female,10000,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Employed full-time
India,Female,10000,Employed full-time
India,Male,,Employed full-time
India,Male,10000,Employed full-time
India,Male,,Employed full-time
India,Male,,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Employed full-time
India,Male,,Employed full-time
India,Female,10000,Employed full-time
India,Male,,Employed full-time
India,Male,10000,Employed full-time
India,Female,,Employed full-time
India,Male,10000,Freelance / Contractor
India,Male,10000,Employed full-time
India,Male,30000,Employed full-time
India,Male,,Employed full-time
India,Male,10000,Employed full-time
India,Male,,Employed full-time
India,Male,10000,Employed full-time
India,Male,Rather not say,Employed full-time
India,Male,10000,Employed full-time
India,Female,10000,Employed full-time
India,Male,30000,Employed full-time
India,Male,10000,Employed full-time
India,Male,30000,Employed full-time
India,Female,10000,Employed full-time
India,Female,,Employed full-time
India,Male,50000,Employed full-time
India,Male,10000,Employed full-time
India,Male,,Employed full-time
India,Male,30000,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Employed full-time
Iran,Male,10000,Employed full-time
Iran,Male,Rather not say,Other
Iran,Female,10000,Employed full-time
Iran,Male,Rather not say,Employed full-time
Iran,Male,,Employed part-time
Iran,Male,50000,Employed full-time
Ireland {Republic},Prefer not to disclose,50000,Employed full-time
Ireland {Republic},Male,50000,Employed full-time
Ireland {Republic},Male,70000,Employed full-time
Italy,Male,10000,Employed full-time
Jordan,Male,10000,Employed full-time
Nepal,Male,10000,Employed full-time
Netherlands,Male,Rather not say,Employed full-time
Netherlands,Male,50000,Employed full-time
New Zealand,Male,Rather not say,Employed full-time
Norway,Male,90000,Employed full-time
Poland,Male,10000,Employed full-time
Poland,Male,10000,Employed full-time
Poland,Male,30000,Employed full-time
Poland,Male,Rather not say,Employed full-time
Portugal,Male,10000,Employed full-time
Romania,Male,30000,Employed full-time
Romania,Male,30000,Employed full-time
Russian Federation,Male,Rather not say,Employed part-time
Russian Federation,Male,Rather not say,Employed full-time
Saudi Arabia,Male,10000,Employed full-time
Serbia,Male,30000,Employed full-time
Slovakia,Male,30000,Employed full-time
South Africa,Male,Rather not say,Employed full-time
Spain,Male,30000,Employed full-time
Spain,Female,Rather not say,Freelance / Contractor
Spain,Male,50000,Freelance / Contractor
Sweden,Male,50000,Employed full-time
Taiwan,Female,30000,Employed full-time
Ukraine,Male,30000,Employed full-time
Ukraine,Male,50000,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,30000,Employed full-time
United Kingdom,Male,70000,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,90000,Employed full-time
United Kingdom,Male,,Employed full-time
United Kingdom,Male,30000,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,30000,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,30000,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,70000,Employed full-time
United States,Male,170000,Employed full-time
United States,Female,70000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,50000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,50000,Employed full-time
United States,Male,Rather not say,Freelance / Contractor
United States,Male,110000,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,130000,Employed full-time
United States,Male,10000,Employed part-time
United States,Male,110000,Employed full-time
United States,Male,50000,Freelance / Contractor
United States,Female,30000,Employed full-time
United States,Male,70000,Employed full-time
United States,Female,70000,Employed full-time
United States,Male,90000,Employed full-time
United States,Female,50000,Employed full-time
United States,Female,70000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,10000,Employed part-time
United States,Male,50000,Employed full-time
United States,Male,150000,Employed full-time
Uruguay,Male,10000,Freelance / Contractor
Australia,Male,90000,Employed full-time
Belarus,Male,10000,Employed full-time
Canada,Male,50000,Employed full-time
Czech Republic,Male,10000,Employed full-time
France,Male,10000,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Employed full-time
India,Female,10000,Employed full-time
Poland,Male,Rather not say,Employed full-time
Poland,Male,30000,Employed part-time
Russian Federation,Male,30000,Employed full-time
Russian Federation,Male,10000,Employed full-time
United Kingdom,Male,30000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,90000,Freelance / Contractor
United States,Male,130000,Employed full-time
United States,Male,,Employed full-time
United States,Male,150000,Employed full-time
United States,Male,,Employed full-time
United States,Male,130000,Employed full-time
N/A,Male,30000,Employed full-time
N/A,Male,Rather not say,Other
N/A,Male,110000,Freelance / Contractor
Argentina,Male,Rather not say,Employed full-time
Argentina,Male,10000,Employed full-time
Australia,Male,110000,Freelance / Contractor
Australia,Male,70000,Freelance / Contractor
Australia,Male,30000,Employed full-time
Australia,Male,,Freelance / Contractor
Australia,Female,50000,Employed full-time
Australia,Male,30000,Employed full-time
Austria,Male,90000,Freelance / Contractor
Austria,Male,10000,Other
Austria,Male,Rather not say,Employed full-time
Austria,Male,50000,Employed full-time
Azerbaijan,Male,30000,Employed full-time
Bangladesh,Male,10000,Employed full-time
Belarus,Male,10000,Employed full-time
Belarus,Female,90000,Freelance / Contractor
Belgium,Male,Rather not say,Employed full-time
Bosnia Herzegovina,Male,10000,Employed full-time
Brazil,Male,10000,Employed full-time
Canada,Male,70000,Employed full-time
China,Male,10000,Freelance / Contractor
Czech Republic,Male,,Employed full-time
Czech Republic,Male,70000,Employed full-time
Denmark,Male,Rather not say,Employed full-time
Denmark,Male,Rather not say,Employed full-time
Egypt,Male,10000,Employed full-time
Estonia,Male,,Employed full-time
Finland,Female,Rather not say,Employed full-time
Finland,Male,50000,Employed full-time
France,Female,30000,Employed full-time
France,Male,10000,Employed full-time
France,Male,10000,Employed full-time
France,Male,10000,Employed full-time
France,Male,Rather not say,Employed full-time
Germany,Male,50000,Freelance / Contractor
